movie_title,opening_gross,screens
Things We Lost in the Fire ,1561949.0,1142.0
Think Like a Man Too ,29241911.0,2225.0
Think Like a Man ,33000000.0,2015.0
Thinner ,5679046.0,2009.0
Thir13en Ghosts ,15165355.0,2781.0
Thirteen Days ,46668.0,8.0
This Is 40 ,12030690.0,2913.0
This Is the End ,20719162.0,3055.0
This Is Where I Leave You ,11558149.0,2868.0
This Means War ,17405930.0,3189.0
Thomas and the Magic Railroad ,4154932.0,2106.0
Thor: The Dark World ,85737841.0,3841.0
Thor ,65723338.0,3955.0
Three Kings ,15847636.0,2942.0
Three to Tango ,4406135.0,2234.0
Thunder and the House of Magic ,4091.0,10.0
Thunderbirds ,2766810.0,2057.0
Timeline ,8440629.0,2787.0
Tin Cup ,10128834.0,2012.0
Tinker Tailor Soldier Spy ,310562.0,4.0
Titan A.E. ,9376845.0,2734.0
Titanic ,28638131.0,2674.0
TMNT ,24255205.0,
To Rome with Love ,361359.0,5.0
Tomcats ,6406076.0,2617.0
Tomorrow Never Dies ,25143007.0,2807.0
Topsy-Turvy ,32718.0,2.0
Torque ,11442203.0,2463.0
Tower Heist ,24025190.0,3367.0
Town & Country ,3029858.0,2222.0
Toy Story 2 ,57388839.0,3236.0
Toy Story 3 ,110307189.0,4028.0
Trade ,118086.0,90.0
Traffic ,15517549.0,1510.0
Training Day ,22550788.0,2712.0
Trainwreck ,30097040.0,3158.0
Train ,,
Transcendence ,10886386.0,3455.0
Transformers: Age of Extinction ,100038390.0,4233.0
Transformers: Dark of the Moon ,97400000.0,4013.0
Transformers: Revenge of the Fallen ,108966307.0,4234.0
Transsiberian ,34615.0,2.0
Trash ,10230.0,17.0
Treasure Planet ,12083248.0,3227.0
Triple 9 ,6109085.0,2205.0
TRON: Legacy ,44026211.0,3451.0
Tropic Thunder ,25812796.0,3319.0
Trouble with the Curve ,12162040.0,3212.0
True Grit ,24850000.0,3047.0
Tuck Everlasting ,5268764.0,1185.0
Turbo ,21312625.0,3806.0
Turbulence ,4464008.0,2094.0
Two Brothers ,6144160.0,2175.0
Two Can Play That Game ,7720942.0,1297.0
Two Lovers ,117591.0,7.0
Two Weeks Notice ,14328494.0,2755.0
U-571 ,19553310.0,2583.0
U2 3D ,964315.0,61.0
Ultraviolet ,9064880.0,2558.0
Unaccompanied Minors ,5815474.0,
Unbreakable ,30330771.0,2708.0
Unbroken ,30621445.0,3131.0
Under the Skin ,133154.0,4.0
Under the Tuscan Sun ,9751425.0,1226.0
Underclassman ,3086127.0,1132.0
Undercover Brother ,12037685.0,2167.0
Underworld: Awakening ,25306725.0,3078.0
Underworld: Evolution ,26857181.0,3207.0
Underworld: Rise of the Lycans ,20828511.0,2942.0
Underworld ,21753759.0,2915.0
Undisputed ,4548750.0,1102.0
Unfaithful ,14065277.0,2613.0
Unfinished Business ,4772613.0,2777.0
United 93 ,11478360.0,1795.0
United Passions ,607.0,10.0
Universal Soldier: The Return ,4605167.0,1639.0
Unstoppable ,22688457.0,3207.0
Untraceable ,11354069.0,2316.0
Up Close & Personal ,187067.0,
Up in the Air ,1181450.0,15.0
Up ,68108790.0,3.0
Urban Legends: Final Cut ,8505513.0,2539.0
Urban Legend ,10515444.0,2257.0
V for Vendetta ,25642640.0,3365.0
Vacation ,14681108.0,3411.0
Valentine's Day ,63135312.0,3665.0
Valiant ,5914722.0,2014.0
Valkyrie ,21027007.0,2711.0
Vampires Suck ,12202831.0,3233.0
Vanilla Sky ,25015518.0,2742.0
Vanity Fair ,6268925.0,1051.0
Vantage Point ,22874936.0,3149.0
Varsity Blues ,17515723.0,2121.0
Vera Drake ,13207.0,2.0
Vertical Limit ,15507845.0,2307.0
Vicky Cristina Barcelona ,3755575.0,692.0
Victor Frankenstein ,2469341.0,2797.0
Volcano ,14581740.0,2774.0
W. ,10505668.0,2030.0
Walk Hard: The Dewey Cox Story ,6257174.0,2650.0
Walk the Line ,22347341.0,2961.0
Walking with Dinosaurs 3D ,7300000.0,3231.0
Wall Street: Money Never Sleeps ,19011188.0,3565.0
WALL·E ,63087526.0,3992.0
Wanderlust ,6526650.0,2002.0
Wanted ,217432.0,71.0
War Horse ,14527972.0,2376.0
War of the Worlds ,77061953.0,3908.0
Warcraft ,24166110.0,3400.0
Warm Bodies ,20353967.0,3009.0
Warriors of Virtue ,3277084.0,2101.0
Wasabi ,17560.0,5.0
Watchmen ,55214334.0,3611.0
Water for Elephants ,16842353.0,2817.0
We Are Marshall ,8582508.0,
We Bought a Zoo ,9450000.0,3117.0
We Own the Night ,10826287.0,2362.0
We Were Soldiers ,20212543.0,3143.0
We're the Millers ,26419396.0,3260.0
"Welcome Home, Roscoe Jenkins ",16207730.0,2387.0
Welcome to Collinwood ,75180.0,16.0
Welcome to Mooseport ,6775132.0,2867.0
What a Girl Wants ,11434964.0,2964.0
What Dreams May Come ,15833592.0,2526.0
What Happens in Vegas ,20172474.0,3215.0
What Just Happened ,192508.0,36.0
What Lies Beneath ,29702959.0,2813.0
What Planet Are You From? ,3008746.0,2248.0
What to Expect When You're Expecting ,10547068.0,3476.0
What Women Want ,33614543.0,3012.0
What's the Worst That Could Happen? ,13049114.0,2675.0
What's Your Number? ,5421669.0,3002.0
Whatever It Takes ,4104298.0,2272.0
Whatever Works ,266162.0,9.0
When a Stranger Calls ,21607203.0,2999.0
When the Game Stands Tall ,8381509.0,2673.0
Where the Heart Is ,8292939.0,2437.0
Where the Truth Lies ,37726.0,9.0
Where the Wild Things Are ,32695407.0,3735.0
Whip It ,4650812.0,1721.0
White Chicks ,19676748.0,2726.0
White House Down ,24852258.0,3222.0
White Oleander ,5607480.0,1510.0
White Squall ,3908514.0,1524.0
Whiteout ,4915104.0,2745.0
Why Did I Get Married Too? ,29289537.0,2155.0
Why Did I Get Married? ,21353759.0,2011.0
Wicker Park ,6819393.0,2598.0
Wild Card ,,
Wild Hogs ,39699023.0,3.0
Wild Wild West ,49705055.0,3342.0
Wild ,4113752.0,1061.0
Willard ,4010593.0,1761.0
Win a Date with Tad Hamilton! ,7320066.0,2711.0
Windtalkers ,14520412.0,2898.0
Wing Commander ,5114365.0,2019.0
Winged Migration ,33128.0,1.0
Winnie Mandela ,,
Winnie the Pooh ,7857076.0,2405.0
Winter's Tale ,8007059.0,2965.0
Without a Paddle ,13528946.0,2730.0
Without Limits ,56180.0,5.0
Woman in Gold ,2091551.0,258.0
Won't Back Down ,2603370.0,2515.0
Wonder Boys ,87505.0,15.0
Woo ,2517263.0,625.0
World Trade Center ,18730762.0,
World War Z ,66411834.0,3607.0
Wrath of the Titans ,33457188.0,
Wreck-It Ralph ,49038712.0,3752.0
X-Men Origins: Wolverine ,85058003.0,4099.0
X-Men: Apocalypse ,65000000.0,4150.0
X-Men: Days of Future Past ,90823660.0,3996.0
X-Men: First Class ,55101604.0,3641.0
X-Men: The Last Stand ,122861157.0,
X-Men ,54471475.0,3025.0
Xi you ji zhi: Sun Wukong san da Baigu Jing ,,
xXx: State of the Union ,12712272.0,3480.0
xXx ,44506103.0,3374.0
Year One ,19610304.0,3022.0
Yes Man ,18262471.0,3434.0
Yogi Bear ,16411322.0,3515.0
You Again ,8407513.0,2548.0
You Don't Mess with the Zohan ,38531374.0,3462.0
You Will Meet a Tall Dark Stranger ,160103.0,6.0
You've Got Mail ,18426749.0,2691.0
"You, Me and Dupree ",21525560.0,3131.0
Young Adult ,310263.0,8.0
Your Highness ,9360020.0,2769.0
Youth in Revolt ,6888334.0,1873.0
Zack and Miri Make a Porno ,10065630.0,2735.0
Zero Dark Thirty ,417150.0,5.0
Zodiac ,13395610.0,
Zombieland ,24733155.0,3036.0
Zookeeper ,20065617.0,3482.0
Zoolander 2 ,15650000.0,3394.0
Zoom ,4510408.0,
Æon Flux ,12661112.0,
